service_date,day_type,bus,rail_boardings,total_rides
2/11/03,W,928346,592292,1520638
2/12/03,W,749254,523192,1272446
2/13/03,W,978871,597819,1576690
2/14/03,W,985806,594045,1579851
2/15/03,A,543945,271823,815768
2/16/03,U,365939,188276,554215
2/17/03,W,709845,447938,1157783
2/18/03,W,974450,604717,1579167
2/19/03,W,982943,605097,1588040
2/20/03,W,988095,611766,1599861
2/21/03,W,1005940,601156,1607096
2/22/03,A,529921,276538,806459
2/23/03,U,377363,185905,563268
2/24/03,W,908324,574013,1482337
2/25/03,W,897857,572520,1470377
2/26/03,W,939161,588630,1527791
2/27/03,W,951569,599144,1550713
2/28/03,W,1011530,597504,1609034
3/1/03,A,610177,291264,901441
3/2/03,U,347417,182200,529617
3/3/03,W,822165,535306,1357471
3/4/03,W,964967,606043,1571010
3/5/03,W,868551,583929,1452480
3/6/03,W,874641,573715,1448356
3/7/03,W,980484,584273,1564757
3/8/03,A,550093,274523,824616
3/9/03,U,335884,177874,513758
3/10/03,W,916661,573635,1490296
3/11/03,W,971894,601034,1572928
3/12/03,W,981590,604333,1585923
3/13/03,W,978881,609896,1588777
3/14/03,W,1009566,615377,1624943
3/15/03,A,637081,381570,1018651
3/16/03,U,429227,235438,664665
3/17/03,W,976703,597982,1574685
3/18/03,W,963349,596226,1559575
3/19/03,W,938499,586881,1525380
3/20/03,W,936654,594341,1530995
3/21/03,W,967479,588655,1556134
3/22/03,A,577660,292329,869989
3/23/03,U,410745,215626,626371
3/24/03,W,962889,584149,1547038
3/25/03,W,973017,594589,1567606
3/26/03,W,968581,594924,1563505
3/27/03,W,969195,593676,1562871
3/28/03,W,815984,552242,1368226
3/29/03,A,555638,280361,835999
3/30/03,U,372071,191109,563180
3/31/03,W,973924,577834,1551758
4/1/03,W,1028531,603564,1632095
4/2/03,W,1020829,602855,1623684
4/3/03,W,995062,592074,1587136
4/4/03,W,912458,572837,1485295
4/5/03,A,593273,293496,886769
4/6/03,U,370275,188467,558742
4/7/03,W,873605,565391,1438996
4/8/03,W,947482,599769,1547251
4/9/03,W,986992,611985,1598977
4/10/03,W,1007977,624279,1632256
4/11/03,W,912918,600667,1513585
4/12/03,A,602670,321354,924024
4/13/03,U,407540,219553,627093
4/14/03,W,904517,593473,1497990
4/15/03,W,894368,606461,1500829
4/16/03,W,836328,578259,1414587
4/17/03,W,815274,563613,1378887
4/18/03,W,769997,482196,1252193
4/19/03,A,562148,263464,825612
4/20/03,U,368478,172399,540877
4/21/03,W,925231,572442,1497673
4/22/03,W,964240,617403,1581643
4/23/03,W,923474,613127,1536601
4/24/03,W,961316,620140,1581456
4/25/03,W,979369,595103,1574472
4/26/03,A,588057,300728,888785
4/27/03,U,403462,210716,614178
4/28/03,W,962103,582145,1544248
4/29/03,W,958977,595629,1554606
4/30/03,W,828642,567596,1396238
5/1/03,W,971218,597161,1568379
5/2/03,W,1039212,616460,1655672
5/3/03,A,645503,335590,981093
5/4/03,U,395799,214366,610165
5/5/03,W,1006467,608082,1614549
5/6/03,W,1007795,626276,1634071
5/7/03,W,977279,610370,1587649
5/8/03,W,984692,605164,1589856
5/9/03,W,992211,616706,1608917
5/10/03,A,577508,301857,879365
5/11/03,U,322449,193398,515847
5/12/03,W,956974,580553,1537527
5/13/03,W,981698,602563,1584261
5/14/03,W,911890,583198,1495088
5/15/03,W,971525,598384,1569909
5/16/03,W,999630,589910,1589540
5/17/03,A,614484,304723,919207
5/18/03,U,403043,207860,610903
5/19/03,W,961806,579665,1541471
5/20/03,W,966295,594508,1560803
5/21/03,W,992696,592768,1585464
5/22/03,W,967683,590893,1558576
5/23/03,W,969112,575372,1544484
5/24/03,A,591523,301068,892591
5/25/03,U,408454,223466,631920
5/26/03,U,380796,224023,604819
5/27/03,W,961009,597804,1558813
5/28/03,W,910537,586704,1497241
5/29/03,W,961715,595331,1557046
5/30/03,W,988281,613622,1601903
5/31/03,A,575015,318134,893149
6/1/03,U,422827,245291,668118
6/2/03,W,978201,583126,1561327
6/3/03,W,992041,610279,1602320
6/4/03,W,997077,615414,1612491
6/5/03,W,991907,622481,1614388
6/6/03,W,962917,615632,1578549
6/7/03,A,634650,354198,988848
6/8/03,U,380953,229228,610181
6/9/03,W,987516,590887,1578403
6/10/03,W,940459,596552,1537011
6/11/03,W,961149,607043,1568192
6/12/03,W,969572,604883,1574455
6/13/03,W,976147,592987,1569134
6/14/03,A,626911,320029,946940
6/15/03,U,421515,221822,643337
6/16/03,W,955066,581387,1536453
6/17/03,W,965718,601420,1567138
6/18/03,W,897454,587986,1485440
6/19/03,W,946693,596124,1542817
6/20/03,W,938177,611219,1549396
6/21/03,A,610796,345895,956691
6/22/03,U,423283,242077,665360
6/23/03,W,855955,568379,1424334
6/24/03,W,928442,620552,1548994
6/25/03,W,841205,603880,1445085
6/26/03,W,833307,600660,1433967
6/27/03,W,890776,661150,1551926
6/28/03,A,561500,350162,911662
6/29/03,U,421380,329753,751133
6/30/03,W,884729,611874,1496603
7/1/03,W,957351,634210,1591561
7/2/03,W,936777,640212,1576989
7/3/03,W,983110,790702,1773812
7/4/03,U,471591,347887,819478
7/5/03,A,549605,363309,912914
7/6/03,U,389816,269228,659044
7/7/03,W,852771,569437,1422208
7/8/03,W,846175,579733,1425908
7/9/03,W,871942,598967,1470909
7/10/03,W,893195,614469,1507664
7/11/03,W,907669,615433,1523102
7/12/03,A,607118,339152,946270
7/13/03,U,421579,257051,678630
7/14/03,W,905206,611190,1516396
7/15/03,W,874304,618204,1492508
7/16/03,W,915630,597927,1513557
7/17/03,W,861722,579675,1441397
7/18/03,W,902204,590356,1492560
7/19/03,A,619480,324535,944015
7/20/03,U,403847,224010,627857
7/21/03,W,883219,578363,1461582
7/22/03,W,889426,590880,1480306
7/23/03,W,906650,622160,1528810
7/24/03,W,896387,622281,1518668
7/25/03,W,903368,591792,1495160
7/26/03,A,584819,312502,897321
7/27/03,U,367151,222589,589740
7/28/03,W,849172,562933,1412105
7/29/03,W,903830,615414,1519244
7/30/03,W,880392,616406,1496798
7/31/03,W,889575,617395,1506970
8/1/03,W,912597,605206,1517803
8/2/03,A,678701,399990,1078691
8/3/03,U,387659,244986,632645
8/4/03,W,920408,585024,1505432
8/5/03,W,918113,600556,1518669
8/6/03,W,883115,581895,1465010
8/7/03,W,923161,584026,1507187
8/8/03,W,903597,583831,1487428
8/9/03,A,638279,371415,1009694
8/10/03,U,418764,244876,663640
8/11/03,W,806587,566910,1373497
8/12/03,W,864526,595230,1459756
8/13/03,W,875224,614427,1489651
8/14/03,W,857542,592601,1450143
8/15/03,W,873580,602111,1475691
8/16/03,A,627785,363117,990902
8/17/03,U,462931,290507,753438
8/18/03,W,821919,559214,1381133
8/19/03,W,853603,577418,1431021
8/20/03,W,838351,567116,1405467
8/21/03,W,820578,562565,1383143
8/22/03,W,867524,576202,1443726
8/23/03,A,585510,313035,898545
8/24/03,U,408305,227185,635490
8/25/03,W,850528,561134,1411662
8/26/03,W,836703,573211,1409914
8/27/03,W,862298,578962,1441260
8/28/03,W,857707,578781,1436488
8/29/03,W,902436,604839,1507275
8/30/03,A,622090,339474,961564
8/31/03,U,396860,242605,639465
9/1/03,U,326772,199296,526068
9/2/03,W,1025978,648864,1674842
9/3/03,W,1059974,650319,1710293
9/4/03,W,1040002,652383,1692385
9/5/03,W,1044868,634834,1679702
9/6/03,A,625347,334013,959360
9/7/03,U,421385,222973,644358
9/8/03,W,1028540,623072,1651612
9/9/03,W,1030074,632686,1662760
9/10/03,W,1019275,645858,1665133
9/11/03,W,1018196,639732,1657928
9/12/03,W,1002297,650171,1652468
9/13/03,A,601330,350594,951924
9/14/03,U,386248,235410,621658
9/15/03,W,1015639,653569,1669208
9/16/03,W,1033950,663607,1697557
9/17/03,W,1023215,663761,1686976
9/18/03,W,1023301,647465,1670766
9/19/03,W,1019769,642616,1662385
9/20/03,A,618523,338787,957310
9/21/03,U,421320,231095,652415
9/22/03,W,992288,638244,1630532
9/23/03,W,1023379,655433,1678812
9/24/03,W,973736,643836,1617572
9/25/03,W,1006367,648354,1654721
9/26/03,W,939175,643987,1583162
9/27/03,A,591935,358390,950325
9/28/03,U,377248,236781,614029
9/29/03,W,1001427,637350,1638777
9/30/03,W,1000725,637394,1638119
10/1/03,W,1051684,644239,1695923
10/2/03,W,1016259,641608,1657867
10/3/03,W,999345,667963,1667308
10/4/03,A,651128,383554,1034682
10/5/03,U,428277,236860,665137
10/6/03,W,1018276,618461,1636737
10/7/03,W,1051869,699907,1751776
10/8/03,W,1026066,693316,1719382
10/9/03,W,1011003,650911,1661914
10/10/03,W,1031598,661985,1693583
10/11/03,A,628499,366667,995166
10/12/03,U,411927,351185,763112
10/13/03,W,780132,547856,1327988
10/14/03,W,928265,691539,1619804
10/15/03,W,1026737,711785,1738522
10/16/03,W,1013203,650877,1664080
10/17/03,W,1023752,651230,1674982
10/18/03,A,633461,362376,995837
10/19/03,U,422713,241241,663954
10/20/03,W,1077011,632330,1709341
10/21/03,W,958546,644683,1603229
10/22/03,W,1003925,640420,1644345
10/23/03,W,1008328,644198,1652526
10/24/03,W,1008879,639483,1648362
10/25/03,A,615584,332732,948316
10/26/03,U,395925,231808,627733
10/27/03,W,990268,620687,1610955
10/28/03,W,978501,631318,1609819
10/29/03,W,986799,637933,1624732
10/30/03,W,1006074,652674,1658748
10/31/03,W,996142,628603,1624745
11/1/03,A,606945,309648,916593
11/2/03,U,397515,215452,612967
11/3/03,W,1007989,614598,1622587
11/4/03,W,1003988,630296,1634284
11/5/03,W,1015157,639104,1654261
11/6/03,W,1015139,644961,1660100
11/7/03,W,906629,620991,1527620
11/8/03,A,566334,320811,887145
11/9/03,U,383993,221796,605789
11/10/03,W,981163,606222,1587385
11/11/03,W,789039,542871,1331910
11/12/03,W,977852,627509,1605361
11/13/03,W,901163,616525,1517688
11/14/03,W,964479,632553,1597032
11/15/03,A,567411,334186,901597
11/16/03,U,382584,222633,605217
11/17/03,W,996959,618428,1615387
11/18/03,W,881272,608253,1489525
11/19/03,W,1011052,632045,1643097
11/20/03,W,1006072,638332,1644404
11/21/03,W,1004115,626155,1630270
11/22/03,A,608476,361622,970098
11/23/03,U,352918,202523,555441
11/24/03,W,897941,583860,1481801
11/25/03,W,945699,602970,1548669
11/26/03,W,930556,579257,1509813
11/27/03,U,292469,153251,445720
11/28/03,W,557794,344266,902060
11/29/03,A,484077,265968,750045
11/30/03,U,378933,217629,596562
12/1/03,W,998632,601364,1599996
12/2/03,W,984587,605675,1590262
12/3/03,W,1002993,613563,1616556
12/4/03,W,962556,610322,1572878
12/5/03,W,968576,606672,1575248
12/6/03,A,587823,326475,914298
12/7/03,U,393784,214938,608722
12/8/03,W,975766,586022,1561788
12/9/03,W,959147,594395,1553542
12/10/03,W,945145,597600,1542745
12/11/03,W,936467,591327,1527794
12/12/03,W,912540,575833,1488373
12/13/03,A,544810,305519,850329
12/14/03,U,369050,209939,578989
12/15/03,W,936119,568654,1504773
12/16/03,W,926650,576496,1503146
12/17/03,W,925481,573820,1499301
12/18/03,W,917919,567624,1485543
12/19/03,W,926113,555922,1482035
12/20/03,A,564850,289142,853992
12/21/03,U,415703,218944,634647
12/22/03,W,797301,508014,1305315
12/23/03,W,770607,486462,1257069
12/24/03,W,610061,333655,943716
12/25/03,U,247349,101016,348365
12/26/03,W,605667,321094,926761
12/27/03,A,507042,232980,740022
12/28/03,U,358852,178624,537476
12/29/03,W,732494,461979,1194473
12/30/03,W,725126,474545,1199671
12/31/03,W,678329,430971,1109300
1/1/04,U,300347,174003,474350
1/2/04,W,754051,421851,1175902
1/3/04,A,560436,250130,810566
1/4/04,U,303611,162880,466491
1/5/04,W,894467,548650,1443117
1/6/04,W,788158,516396,1304554
1/7/04,W,851011,536299,1387310
1/8/04,W,903950,556891,1460841
1/9/04,W,929117,560519,1489636
1/10/04,A,526469,261687,788156
1/11/04,U,368655,180035,548690
1/12/04,W,982070,588906,1570976
1/13/04,W,977382,596765,1574147
1/14/04,W,956180,591625,1547805
1/15/04,W,962171,590965,1553136
1/16/04,W,969715,578153,1547868
1/17/04,A,534831,278142,812973
1/18/04,U,342002,178641,520643
1/19/04,W,557712,353859,911571
1/20/04,W,939415,572634,1512049
1/21/04,W,949321,576593,1525914
1/22/04,W,854150,542344,1396494
1/23/04,W,903734,550366,1454100
1/24/04,A,521800,263571,785371
1/25/04,U,343967,176977,520944
1/26/04,W,925536,566031,1491567
1/27/04,W,906997,586852,1493849
1/28/04,W,887763,565269,1453032
1/29/04,W,855905,553448,1409353
1/30/04,W,756185,500887,1257072
1/31/04,A,531967,246213,778180
2/1/04,U,355491,170793,526284
2/2/04,W,914997,566503,1481500
2/3/04,W,957823,591153,1548976
2/4/04,W,947079,581672,1528751
2/5/04,W,931453,586671,1518124
2/6/04,W,937566,572957,1510523
2/7/04,A,553301,281792,835093
2/8/04,U,369314,185893,555207
2/9/04,W,948814,578071,1526885
2/10/04,W,948181,593014,1541195
2/11/04,W,959174,594399,1553573
2/12/04,W,796644,537211,1333855
2/13/04,W,958969,580969,1539938
2/14/04,A,610834,301728,912562
2/15/04,U,368733,191759,560492
2/16/04,W,684054,441539,1125593
2/17/04,W,966524,596810,1563334
2/18/04,W,957521,593575,1551096
2/19/04,W,971162,601442,1572604
2/20/04,W,933678,580459,1514137
2/21/04,A,585429,288901,874330
2/22/04,U,402374,187329,589703
2/23/04,W,954873,577436,1532309
2/24/04,W,957453,588493,1545946
2/25/04,W,967236,596639,1563875
2/26/04,W,973201,598172,1571373
2/27/04,W,980935,589768,1570703
2/28/04,A,607923,310337,918260
2/29/04,U,413029,208258,621287
3/1/04,W,828169,534603,1362772
3/2/04,W,992418,597880,1590298
3/3/04,W,1007360,594376,1601736
3/4/04,W,936797,584225,1521022
3/5/04,W,939138,575845,1514983
3/6/04,A,602180,296173,898353
3/7/04,U,370231,186924,557155
3/8/04,W,969634,585973,1555607
3/9/04,W,965244,597735,1562979
3/10/04,W,973415,601851,1575266
3/11/04,W,927076,589420,1516496
3/12/04,W,942238,580254,1522492
3/13/04,A,587662,342986,930648
3/14/04,U,376244,200734,576978
3/15/04,W,953320,580038,1533358
3/16/04,W,942197,582515,1524712
3/17/04,W,932468,589641,1522109
3/18/04,W,934303,588303,1522606
3/19/04,W,988154,593249,1581403
3/20/04,A,607378,311130,918508
3/21/04,U,365502,189403,554905
3/22/04,W,941254,559786,1501040
3/23/04,W,966919,579228,1546147
3/24/04,W,917804,565878,1483682
3/25/04,W,948790,577094,1525884
3/26/04,W,858131,557755,1415886
3/27/04,A,585553,300842,886395
3/28/04,U,377339,215088,592427
3/29/04,W,949103,573929,1523032
3/30/04,W,949847,579487,1529334
3/31/04,W,943445,579344,1522789
4/1/04,W,1000741,592854,1593595
4/2/04,W,1012716,589043,1601759
4/3/04,A,633629,304787,938416
4/4/04,U,407772,198468,606240
4/5/04,W,971292,571811,1543103
4/6/04,W,977036,585618,1562654
4/7/04,W,975244,592042,1567286
4/8/04,W,967733,588420,1556153
4/9/04,W,799356,490037,1289393
4/10/04,A,568003,263036,831039
4/11/04,U,372246,162703,534949
4/12/04,W,809673,560649,1370322
4/13/04,W,831527,571813,1403340
4/14/04,W,859829,593419,1453248
4/15/04,W,864352,601171,1465523
4/16/04,W,861336,600132,1461468
4/17/04,A,596237,331377,927614
4/18/04,U,423705,227626,651331
4/19/04,W,951686,592025,1543711
4/20/04,W,934712,592319,1527031
4/21/04,W,943108,597005,1540113
4/22/04,W,904333,597088,1501421
4/23/04,W,977752,615945,1593697
4/24/04,A,570050,314947,884997
4/25/04,U,373444,218019,591463
4/26/04,W,962323,576288,1538611
4/27/04,W,985057,588215,1573272
4/28/04,W,914358,585375,1499733
4/29/04,W,909979,580209,1490188
4/30/04,W,988876,579995,1568871
5/1/04,A,577088,282452,859540
5/2/04,U,417360,203143,620503
5/3/04,W,1028235,580844,1609079
5/4/04,W,1025965,615968,1641933
5/5/04,W,1019276,622837,1642113
5/6/04,W,994277,614497,1608774
5/7/04,W,960594,591026,1551620
5/8/04,A,628268,316493,944761
5/9/04,U,441379,221375,662754
5/10/04,W,939473,558691,1498164
5/11/04,W,965692,583729,1549421
5/12/04,W,944663,576643,1521306
5/13/04,W,929271,579703,1508974
5/14/04,W,899684,566238,1465922
5/15/04,A,615125,308012,923137
5/16/04,U,418466,214886,633352
5/17/04,W,961334,567520,1528854
5/18/04,W,957288,600273,1557561
5/19/04,W,1010917,613954,1624871
5/20/04,W,971148,604798,1575946
5/21/04,W,945657,592577,1538234
5/22/04,A,571606,316714,888320
5/23/04,U,398101,224372,622473
5/24/04,W,964387,572310,1536697
5/25/04,W,967725,586827,1554552
5/26/04,W,970166,583785,1553951
5/27/04,W,960973,583639,1544612
5/28/04,W,978308,574148,1552456
5/29/04,A,556778,288249,845027
5/30/04,U,327264,185353,512617
5/31/04,U,352611,210076,562687
6/1/04,W,988657,604744,1593401
6/2/04,W,995228,605193,1600421
6/3/04,W,1037077,597741,1634818
6/4/04,W,1031015,619850,1650865
6/5/04,A,664804,350348,1015152
6/6/04,U,433813,247799,681612
6/7/04,W,975883,602548,1578431
6/8/04,W,985865,627174,1613039
6/9/04,W,967899,616418,1584317
6/10/04,W,927625,614363,1541988
6/11/04,W,951407,584390,1535797
6/12/04,A,626396,347638,974034
6/13/04,U,418700,237263,655963
6/14/04,W,947940,569479,1517419
6/15/04,W,973303,591145,1564448
6/16/04,W,948614,584517,1533131
6/17/04,W,938259,585309,1523568
6/18/04,W,945720,600582,1546302
6/19/04,A,621841,336481,958322
6/20/04,U,431055,231581,662636
6/21/04,W,783458,540333,1323791
6/22/04,W,959598,597441,1557039
6/23/04,W,858709,578302,1437011
6/24/04,W,828438,571439,1399877
6/25/04,W,894184,629449,1523633
6/26/04,A,611676,374748,986424
6/27/04,U,430542,324978,755520
6/28/04,W,853024,572918,1425942
6/29/04,W,911992,643017,1555009
6/30/04,W,906761,639979,1546740
7/1/04,W,953538,646062,1599600
7/2/04,W,937281,647738,1585019
7/3/04,A,587961,418005,1005966
7/4/04,U,446583,324563,771146
7/5/04,U,420521,229820,650341
7/6/04,W,877429,556428,1433857
7/7/04,W,885461,568101,1453562
7/8/04,W,909149,580508,1489657
7/9/04,W,869159,560395,1429554
7/10/04,A,593638,305695,899333
7/11/04,U,418827,228013,646840
7/12/04,W,883883,564588,1448471
7/13/04,W,923012,571480,1494492
7/14/04,W,906552,581198,1487750
7/15/04,W,912348,615708,1528056
7/16/04,W,898626,610788,1509414
7/17/04,A,622104,365413,987517
7/18/04,U,440154,271230,711384
7/19/04,W,898918,593573,1492491
7/20/04,W,896643,606660,1503303
7/21/04,W,857917,590615,1448532
7/22/04,W,858154,598156,1456310
7/23/04,W,912722,590514,1503236
7/24/04,A,586037,319483,905520
7/25/04,U,425968,250189,676157
7/26/04,W,852027,565461,1417488
7/27/04,W,885055,590244,1475299
7/28/04,W,883672,581804,1465476
7/29/04,W,881356,574372,1455728
7/30/04,W,918563,599378,1517941
7/31/04,A,646791,376947,1023738
8/1/04,U,455048,251600,706648
8/2/04,W,882460,544308,1426768
8/3/04,W,933741,570440,1504181
8/4/04,W,867932,556467,1424399
8/5/04,W,918039,572708,1490747
8/6/04,W,918834,576089,1494923
8/7/04,A,608291,319929,928220
8/8/04,U,432272,235899,668171
8/9/04,W,866609,543743,1410352
8/10/04,W,859980,584756,1444736
8/11/04,W,848020,581158,1429178
8/12/04,W,836018,586637,1422655
8/13/04,W,887566,591673,1479239
8/14/04,A,659976,359470,1019446
8/15/04,U,428984,239400,668384
8/16/04,W,836413,531860,1368273
8/17/04,W,847772,547281,1395053
8/18/04,W,845492,550495,1395987
8/19/04,W,861625,560944,1422569
8/20/04,W,868398,568661,1437059
8/21/04,A,660686,360597,1021283
8/22/04,U,475738,271487,747225
8/23/04,W,857805,566252,1424057
8/24/04,W,819217,567497,1386714
8/25/04,W,831352,570388,1401740
8/26/04,W,860869,586981,1447850
8/27/04,W,878628,605790,1484418
8/28/04,A,548649,297684,846333
8/29/04,U,407683,243215,650898
8/30/04,W,884633,567769,1452402
8/31/04,W,899858,586695,1486553
9/1/04,W,973679,597386,1571065
9/2/04,W,953427,599495,1552922
9/3/04,W,975876,588503,1564379
9/4/04,A,653547,326695,980242
9/5/04,U,465576,257995,723571
9/6/04,U,409232,232087,641319
9/7/04,W,1050387,626352,1676739
9/8/04,W,1050697,637961,1688658
9/9/04,W,1045824,628271,1674095
9/10/04,W,1053387,651710,1705097
9/11/04,A,637407,355835,993242
9/12/04,U,448166,258509,706675
9/13/04,W,1042442,636868,1679310
9/14/04,W,1046788,648153,1694941
9/15/04,W,1024350,640279,1664629
9/16/04,W,1029871,621221,1651092
9/17/04,W,1047045,625246,1672291
9/18/04,A,636532,340756,977288
9/19/04,U,434873,237754,672627
9/20/04,W,1037831,618982,1656813
9/21/04,W,1050001,632360,1682361
9/22/04,W,1032930,629320,1662250
9/23/04,W,1044192,639139,1683331
9/24/04,W,1036019,622291,1658310
9/25/04,A,627583,322940,950523
9/26/04,U,424978,226180,651158
9/27/04,W,1027685,636750,1664435
9/28/04,W,1032855,651704,1684559
9/29/04,W,1026441,651246,1677687
9/30/04,W,1028258,652621,1680879
10/1/04,W,1093423,654384,1747807
