service_date,day_type,bus,rail_boardings,total_rides
1/17/10,U,437665,251971,689636
1/18/10,W,672311,416744,1089055
1/19/10,W,1083689,661331,1745020
1/20/10,W,1069450,657695,1727145
1/21/10,W,1037561,659269,1696830
1/22/10,W,1061872,642443,1704315
1/23/10,A,636107,355143,991250
1/24/10,U,416766,239968,656734
1/25/10,W,1039778,645886,1685664
1/26/10,W,1037134,653753,1690887
1/27/10,W,1022417,648561,1670978
1/28/10,W,1002952,647250,1650202
1/29/10,W,918474,610943,1529417
1/30/10,A,636005,358140,994145
1/31/10,U,437345,249932,687277
2/1/10,W,1091041,648428,1739469
2/2/10,W,1062988,651659,1714647
2/3/10,W,1114266,661280,1775546
2/4/10,W,1090369,666455,1756824
2/5/10,W,1047904,641303,1689207
2/6/10,A,616747,354178,970925
2/7/10,U,417214,248644,665858
2/8/10,W,1006311,637392,1643703
2/9/10,W,913022,646792,1559814
2/10/10,W,939412,645430,1584842
2/11/10,W,921768,657486,1579254
2/12/10,W,886702,608456,1495158
2/13/10,A,641619,385945,1027564
2/14/10,U,486887,309746,796633
2/15/10,W,722405,483572,1205977
2/16/10,W,1028597,665769,1694366
2/17/10,W,1028817,663479,1692296
2/18/10,W,1026992,673127,1700119
2/19/10,W,1030451,658459,1688910
2/20/10,A,625306,379346,1004652
2/21/10,U,418101,256673,674774
2/22/10,W,953759,633739,1587498
2/23/10,W,1015116,659707,1674823
2/24/10,W,996077,660548,1656625
2/25/10,W,1000799,668380,1669179
2/26/10,W,999789,649111,1648900
2/27/10,A,603577,372769,976346
2/28/10,U,418652,259369,678021
3/1/10,W,893861,606818,1500679
3/2/10,W,1032445,666762,1699207
3/3/10,W,1062280,674355,1736635
3/4/10,W,1051738,680673,1732411
3/5/10,W,1036156,664445,1700601
3/6/10,A,662470,399749,1062219
3/7/10,U,418097,257932,676029
3/8/10,W,1013812,651269,1665081
3/9/10,W,1025242,665192,1690434
3/10/10,W,1030470,670440,1700910
3/11/10,W,994390,664881,1659271
3/12/10,W,1013971,662812,1676783
3/13/10,A,593823,443491,1037314
3/14/10,U,428683,273849,702532
3/15/10,W,996747,648605,1645352
3/16/10,W,1036185,679563,1715748
3/17/10,W,1043518,689789,1733307
3/18/10,W,1036643,690207,1726850
3/19/10,W,1022766,663983,1686749
3/20/10,A,505581,325253,830834
3/21/10,U,405115,271794,676909
3/22/10,W,981316,617250,1598566
3/23/10,W,1012454,638684,1651138
3/24/10,W,987466,633221,1620687
3/25/10,W,949845,629016,1578861
3/26/10,W,971169,632589,1603758
3/27/10,A,608093,373225,981318
3/28/10,U,413535,260956,674491
3/29/10,W,852199,601592,1453791
3/30/10,W,884276,625592,1509868
3/31/10,W,901476,645780,1547256
4/1/10,W,949879,673448,1623327
4/2/10,W,881173,601009,1482182
4/3/10,A,583966,340842,924808
4/4/10,U,400341,234963,635304
4/5/10,W,975213,657842,1633055
4/6/10,W,984899,664805,1649704
4/7/10,W,940753,666668,1607421
4/8/10,W,988825,683625,1672450
4/9/10,W,948808,679699,1628507
4/10/10,A,663179,440432,1103611
4/11/10,U,440552,289141,729693
4/12/10,W,1008809,689027,1697836
4/13/10,W,1031798,679327,1711125
4/14/10,W,1043690,714316,1758006
4/15/10,W,1040113,728178,1768291
4/16/10,W,1005953,706984,1712937
4/17/10,A,643599,438658,1082257
4/18/10,U,443588,309798,753386
4/19/10,W,1006105,663348,1669453
4/20/10,W,1023621,685488,1709109
4/21/10,W,1010968,682322,1693290
4/22/10,W,976688,683400,1660088
4/23/10,W,996166,671480,1667646
4/24/10,A,588835,385430,974265
4/25/10,U,387151,264966,652117
4/26/10,W,1014665,682134,1696799
4/27/10,W,1022698,697232,1719930
4/28/10,W,981925,695381,1677306
4/29/10,W,971157,697327,1668484
4/30/10,W,1032120,707210,1739330
5/1/10,A,668743,455658,1124401
5/2/10,U,458651,314736,773387
5/3/10,W,1051064,673932,1724996
5/4/10,W,1047595,687646,1735241
5/5/10,W,1033684,692081,1725765
5/6/10,W,1030345,690306,1720651
5/7/10,W,959307,650935,1610242
5/8/10,A,608071,379017,987088
5/9/10,U,439376,282516,721892
5/10/10,W,982426,680635,1663061
5/11/10,W,948970,668287,1617257
5/12/10,W,987926,682843,1670769
5/13/10,W,955701,664390,1620091
5/14/10,W,1022640,708596,1731236
5/15/10,A,632980,428608,1061588
5/16/10,U,446820,316780,763600
5/17/10,W,951092,643233,1594325
5/18/10,W,976377,669846,1646223
5/19/10,W,1009046,668811,1677857
5/20/10,W,982640,667152,1649792
5/21/10,W,949316,656659,1605975
5/22/10,A,646961,413263,1060224
5/23/10,U,490423,322958,813381
5/24/10,W,974382,650835,1625217
5/25/10,W,1005290,690144,1695434
5/26/10,W,1004824,688396,1693220
5/27/10,W,995700,697901,1693601
5/28/10,W,994671,694492,1689163
5/29/10,A,645684,455979,1101663
5/30/10,U,480340,367778,848118
5/31/10,U,347857,243566,591423
6/1/10,W,1024767,669261,1694028
6/2/10,W,990049,663107,1653156
6/3/10,W,1042401,688706,1731107
6/4/10,W,1013014,679386,1692400
6/5/10,A,596776,390596,987372
6/6/10,U,455093,308756,763849
6/7/10,W,1001595,679492,1681087
6/8/10,W,931456,652565,1584021
6/9/10,W,1032439,707821,1740260
6/10/10,W,1019373,707755,1727128
6/11/10,W,979074,845329,1824403
6/12/10,A,600914,444278,1045192
6/13/10,U,451434,348910,800344
6/14/10,W,955902,662467,1618369
6/15/10,W,948177,686852,1635029
6/16/10,W,1003968,723671,1727639
6/17/10,W,954409,719629,1674038
6/18/10,W,940534,693973,1634507
6/19/10,A,673052,472662,1145714
6/20/10,U,465420,301730,767150
6/21/10,W,868542,626192,1494734
6/22/10,W,916810,666558,1583368
6/23/10,W,820493,627767,1448260
6/24/10,W,931520,691266,1622786
6/25/10,W,941751,750414,1692165
6/26/10,A,646770,467943,1114713
6/27/10,U,439815,441824,881639
6/28/10,W,911187,698735,1609922
6/29/10,W,919886,716597,1636483
6/30/10,W,939032,726101,1665133
7/1/10,W,997162,802022,1799184
7/2/10,W,948286,728895,1677181
7/3/10,A,688185,498374,1186559
7/4/10,U,517771,431068,948839
7/5/10,U,490386,338754,829140
7/6/10,W,906377,637312,1543689
7/7/10,W,911994,656096,1568090
7/8/10,W,913888,665000,1578888
7/9/10,W,930427,676348,1606775
7/10/10,A,625843,418254,1044097
7/11/10,U,441707,304804,746511
7/12/10,W,916793,645066,1561859
7/13/10,W,944367,664923,1609290
7/14/10,W,938980,670046,1609026
7/15/10,W,934492,715607,1650099
7/16/10,W,928476,753901,1682377
7/17/10,A,653987,518643,1172630
7/18/10,U,453952,378151,832103
7/19/10,W,927114,681084,1608198
7/20/10,W,938739,692212,1630951
7/21/10,W,951550,705647,1657197
7/22/10,W,927185,670399,1597584
7/23/10,W,879035,677196,1556231
7/24/10,A,571189,416540,987729
7/25/10,U,472911,351173,824084
7/26/10,W,915404,658817,1574221
7/27/10,W,935330,670382,1605712
7/28/10,W,908070,667607,1575677
7/29/10,W,933636,684987,1618623
7/30/10,W,943778,683141,1626919
7/31/10,A,657365,450680,1108045
8/1/10,U,491220,348968,840188
8/2/10,W,913649,660658,1574307
8/3/10,W,927125,668186,1595311
8/4/10,W,880047,663305,1543352
8/5/10,W,949218,698256,1647474
8/6/10,W,947220,791899,1739119
8/7/10,A,668567,551140,1219707
8/8/10,U,464239,415228,879467
8/9/10,W,902342,647949,1550291
8/10/10,W,909752,662126,1571878
8/11/10,W,902498,661211,1563709
8/12/10,W,908352,666665,1575017
8/13/10,W,918501,665794,1584295
8/14/10,A,688021,460503,1148524
8/15/10,U,507105,359893,866998
8/16/10,W,907011,648950,1555961
8/17/10,W,909673,659235,1568908
8/18/10,W,935381,676787,1612168
8/19/10,W,940943,688195,1629138
8/20/10,W,928525,688864,1617389
8/21/10,A,662928,462355,1125283
8/22/10,U,470110,336654,806764
8/23/10,W,941694,650532,1592226
8/24/10,W,962622,674401,1637023
8/25/10,W,973800,689560,1663360
8/26/10,W,978212,694660,1672872
8/27/10,W,991691,700296,1691987
8/28/10,A,678949,458504,1137453
8/29/10,U,471725,334378,806103
8/30/10,W,960273,673150,1633423
8/31/10,W,980388,693348,1673736
9/1/10,W,1014776,696657,1711433
9/2/10,W,964759,679832,1644591
9/3/10,W,996297,721206,1717503
9/4/10,A,671418,475332,1146750
9/5/10,U,497194,399389,896583
9/6/10,U,453040,319536,772576
9/7/10,W,1067665,723135,1790800
9/8/10,W,1078904,744212,1823116
9/9/10,W,1053439,729328,1782767
9/10/10,W,1067844,740993,1808837
9/11/10,A,620475,438303,1058778
9/12/10,U,478785,343875,822660
9/13/10,W,1064113,722939,1787052
9/14/10,W,1073013,743702,1816715
9/15/10,W,1077313,757144,1834457
9/16/10,W,1030218,751525,1781743
9/17/10,W,1070710,777601,1848311
9/18/10,A,602888,457774,1060662
9/19/10,U,463244,335858,799102
9/20/10,W,1040338,712870,1753208
9/21/10,W,1068204,750363,1818567
9/22/10,W,1038052,751724,1789776
9/23/10,W,1067715,767134,1834849
9/24/10,W,966185,750033,1716218
9/25/10,A,647044,486430,1133474
9/26/10,U,439578,331103,770681
9/27/10,W,1030264,725559,1755823
9/28/10,W,1049114,732828,1781942
9/29/10,W,1044807,734953,1779760
9/30/10,W,1040445,748851,1789296
10/1/10,W,1095244,742857,1838101
10/2/10,A,620784,423372,1044156
10/3/10,U,451850,307659,759509
10/4/10,W,1049060,710406,1759466
10/5/10,W,1062843,726247,1789090
10/6/10,W,1057375,730113,1787488
10/7/10,W,1048120,753345,1801465
10/8/10,W,1060557,753053,1813610
10/9/10,A,683056,503343,1186399
10/10/10,U,453193,489078,942271
10/11/10,W,824834,627449,1452283
10/12/10,W,1068010,736048,1804058
10/13/10,W,1024910,726372,1751282
10/14/10,W,1060257,750943,1811200
10/15/10,W,1067602,753653,1821255
10/16/10,A,674323,477876,1152199
10/17/10,U,470817,337407,808224
10/18/10,W,1038903,717627,1756530
10/19/10,W,1057820,729779,1787599
10/20/10,W,1061125,733950,1795075
10/21/10,W,1053153,747116,1800269
10/22/10,W,987323,727707,1715030
10/23/10,A,624770,451848,1076618
10/24/10,U,443462,319622,763084
10/25/10,W,1030602,710784,1741386
10/26/10,W,948119,691241,1639360
10/27/10,W,1051715,739161,1790876
10/28/10,W,1023047,735281,1758328
10/29/10,W,1027443,725760,1753203
10/30/10,A,653147,447410,1100557
10/31/10,U,451532,321535,773067
11/1/10,W,1050239,702890,1753129
11/2/10,W,1053066,711219,1764285
11/3/10,W,1067432,725866,1793298
11/4/10,W,1036639,731024,1767663
11/5/10,W,1034503,723652,1758155
11/6/10,A,641520,455652,1097172
11/7/10,U,453831,305880,759711
11/8/10,W,1046515,709569,1756084
11/9/10,W,1058688,721276,1779964
11/10/10,W,1065459,729087,1794546
11/11/10,W,882944,660145,1543089
11/12/10,W,951645,714781,1666426
11/13/10,A,600900,436971,1037871
11/14/10,U,483592,306831,790423
11/15/10,W,1013081,704470,1717551
11/16/10,W,1041704,720439,1762143
11/17/10,W,1033004,717114,1750118
11/18/10,W,984043,712787,1696830
11/19/10,W,1038686,715507,1754193
11/20/10,A,640618,545276,1185894
11/21/10,U,437682,295297,732979
11/22/10,W,957125,667375,1624500
11/23/10,W,1006493,698730,1705223
11/24/10,W,898974,621938,1520912
11/25/10,U,312756,195258,508014
11/26/10,W,557867,369071,926938
11/27/10,A,517892,340136,858028
11/28/10,U,401514,271093,672607
11/29/10,W,974393,658026,1632419
11/30/10,W,970873,672281,1643154
12/1/10,W,999878,678039,1677917
12/2/10,W,1008349,688764,1697113
12/3/10,W,985527,691211,1676738
12/4/10,A,586500,407739,994239
12/5/10,U,406680,277309,683989
12/6/10,W,944575,641755,1586330
12/7/10,W,954467,652015,1606482
12/8/10,W,968593,662398,1630991
12/9/10,W,957337,667827,1625164
12/10/10,W,986800,682824,1669624
12/11/10,A,573203,388409,961612
12/12/10,U,330377,249350,579727
12/13/10,W,829736,598167,1427903
12/14/10,W,888812,623467,1512279
12/15/10,W,922552,640490,1563042
12/16/10,W,919713,644539,1564252
12/17/10,W,932601,642967,1575568
12/18/10,A,570331,370965,941296
12/19/10,U,404153,269162,673315
12/20/10,W,791684,573110,1364794
12/21/10,W,786351,574097,1360448
12/22/10,W,786757,558711,1345468
12/23/10,W,740052,489295,1229347
12/24/10,W,513353,261461,774814
12/25/10,U,233266,128261,361527
12/26/10,U,346331,215163,561494
12/27/10,W,673638,435925,1109563
12/28/10,W,717933,490978,1208911
12/29/10,W,731000,513271,1244271
12/30/10,W,754297,524961,1279258
12/31/10,W,609114,391713,1000827
1/1/11,U,342872,239754,582626
1/2/11,U,364165,225886,590051
1/3/11,W,925770,581035,1506805
1/4/11,W,946232,621057,1567289
1/5/11,W,950712,624027,1574739
1/6/11,W,939518,625246,1564764
1/7/11,W,927173,622084,1549257
1/8/11,A,540394,333951,874345
1/9/11,U,380762,237361,618123
1/10/11,W,966448,639852,1606300
1/11/11,W,923590,654856,1578446
1/12/11,W,960115,657426,1617541
1/13/11,W,969691,661269,1630960
1/14/11,W,983953,656551,1640504
1/15/11,A,567710,355580,923290
1/16/11,U,386280,260631,646911
1/17/11,W,613773,422788,1036561
1/18/11,W,991055,678327,1669382
1/19/11,W,1006033,679355,1685388
1/20/11,W,975376,674347,1649723
1/21/11,W,853208,598356,1451564
1/22/11,A,522699,330666,853365
1/23/11,U,375396,253697,629093
1/24/11,W,972155,654573,1626728
1/25/11,W,1006376,680037,1686413
1/26/11,W,1014944,681652,1696596
1/27/11,W,994412,685346,1679758
1/28/11,W,930518,655861,1586379
1/29/11,A,617408,381200,998608
1/30/11,U,406547,254689,661236
1/31/11,W,1001892,670399,1672291
2/1/11,W,814985,640223,1455208
2/2/11,W,219234,209287,428521
2/3/11,W,732420,580480,1312900
2/4/11,W,933210,715546,1648756
2/5/11,A,615765,400440,1016205
2/6/11,U,402275,273038,675313
2/7/11,W,996782,693321,1690103
2/8/11,W,986388,697441,1683829
2/9/11,W,941631,676705,1618336
2/10/11,W,940692,676869,1617561
2/11/11,W,965062,659696,1624758
2/12/11,A,663253,415060,1078313
2/13/11,U,474048,303381,777429
2/14/11,W,1064293,708790,1773083
2/15/11,W,1041367,702586,1743953
2/16/11,W,1050045,709634,1759679
2/17/11,W,1046143,719471,1765614
2/18/11,W,1053474,710682,1764156
2/19/11,A,675487,431010,1106497
2/20/11,U,385554,261695,647249
2/21/11,W,706507,504444,1210951
2/22/11,W,1004067,692661,1696728
2/23/11,W,1026312,701009,1727321
2/24/11,W,1030542,708692,1739234
2/25/11,W,1015416,691267,1706683
2/26/11,A,601634,393242,994876
2/27/11,U,419643,278593,698236
2/28/11,W,1007930,681614,1689544
3/1/11,W,1064543,709683,1774226
3/2/11,W,1038790,702291,1741081
3/3/11,W,1057767,709973,1767740
3/4/11,W,1019568,681216,1700784
3/5/11,A,581121,375814,956935
3/6/11,U,428668,275314,703982
3/7/11,W,889994,640899,1530893
3/8/11,W,1054432,710380,1764812
3/9/11,W,1014632,697366,1711998
3/10/11,W,1019921,707389,1727310
3/11/11,W,1047012,708603,1755615
3/12/11,A,630826,500559,1131385
3/13/11,U,429046,284406,713452
3/14/11,W,1019671,686277,1705948
3/15/11,W,1025714,699145,1724859
3/16/11,W,1057440,725095,1782535
3/17/11,W,1039329,730561,1769890
3/18/11,W,1028193,706274,1734467
3/19/11,A,661882,426128,1088010
3/20/11,U,397653,263022,660675
3/21/11,W,1009091,661503,1670594
3/22/11,W,964687,653024,1617711
3/23/11,W,1000324,667467,1667791
3/24/11,W,984660,671765,1656425
3/25/11,W,995334,661865,1657199
3/26/11,A,603928,387317,991245
3/27/11,U,421290,276610,697900
3/28/11,W,1005055,674351,1679406
3/29/11,W,1018975,688681,1707656
3/30/11,W,1022399,692860,1715259
3/31/11,W,958648,709483,1668131
4/1/11,W,960123,712981,1673104
4/2/11,A,688873,457067,1145940
4/3/11,U,450017,305328,755345
4/4/11,W,1021955,695709,1717664
4/5/11,W,1063835,723943,1787778
4/6/11,W,1032831,725191,1758022
4/7/11,W,982880,719890,1702770
4/8/11,W,1006956,701186,1708142
4/9/11,A,675312,462038,1137350
4/10/11,U,483207,359065,842272
4/11/11,W,999639,696423,1696062
4/12/11,W,1036334,717458,1753792
4/13/11,W,1040300,721206,1761506
4/14/11,W,1016435,720731,1737166
4/15/11,W,966032,691935,1657967
4/16/11,A,587114,398192,985306
4/17/11,U,452131,306186,758317
4/18/11,W,861574,655013,1516587
4/19/11,W,862770,627085,1489855
4/20/11,W,895201,684367,1579568
4/21/11,W,919676,685284,1604960
4/22/11,W,767236,583531,1350767
4/23/11,A,644228,421767,1065995
4/24/11,U,415484,274724,690208
4/25/11,W,970581,685301,1655882
4/26/11,W,1009393,717303,1726696
4/27/11,W,960037,712176,1672213
4/28/11,W,972352,710559,1682911
4/29/11,W,1083692,738332,1822024
4/30/11,A,677693,452569,1130262
5/1/11,U,474621,320956,795577
5/2/11,W,1040468,694159,1734627
5/3/11,W,1063059,708526,1771585
5/4/11,W,1068494,718706,1787200
5/5/11,W,1045556,720006,1765562
5/6/11,W,1054724,732966,1787690
5/7/11,A,642855,443268,1086123
5/8/11,U,474170,325850,800020
5/9/11,W,996746,680206,1676952
5/10/11,W,1050936,734088,1785024
5/11/11,W,1022323,724069,1746392
5/12/11,W,1026861,739195,1766056
5/13/11,W,1005681,728981,1734662
5/14/11,A,574990,412250,987240
5/15/11,U,386219,279473,665692
5/16/11,W,1002206,683002,1685208
5/17/11,W,1012424,694950,1707374
5/18/11,W,996766,688457,1685223
5/19/11,W,1014161,705964,1720125
5/20/11,W,1027404,710957,1738361
5/21/11,A,625518,421143,1046661
5/22/11,U,460481,321421,781902
5/23/11,W,997460,682656,1680116
5/24/11,W,1019381,719974,1739355
5/25/11,W,932486,676081,1608567
5/26/11,W,954623,693660,1648283
5/27/11,W,1005068,695755,1700823
5/28/11,A,586663,420778,1007441
5/29/11,U,392008,306407,698415
5/30/11,U,512702,387955,900657
5/31/11,W,976956,683927,1660883
6/1/11,W,1077060,728801,1805861
6/2/11,W,1037191,707569,1744760
6/3/11,W,1084952,753705,1838657
6/4/11,A,660496,465907,1126403
6/5/11,U,498740,355072,853812
6/6/11,W,1026379,723353,1749732
6/7/11,W,1023477,727689,1751166
6/8/11,W,1027909,731488,1759397
6/9/11,W,925826,677601,1603427
6/10/11,W,991111,699233,1690344
6/11/11,A,639456,452885,1092341
6/12/11,U,492490,388957,881447
6/13/11,W,1005818,726932,1732750
6/14/11,W,1009778,739810,1749588
6/15/11,W,927263,708511,1635774
6/16/11,W,960885,741999,1702884
6/17/11,W,1038570,787772,1826342
6/18/11,A,668147,502500,1170647
6/19/11,U,479157,352290,831447
6/20/11,W,863375,666828,1530203
6/21/11,W,928457,698702,1627159
6/22/11,W,906400,695241,1601641
6/23/11,W,918605,692002,1610607
6/24/11,W,923487,714821,1638308
6/25/11,A,672716,511370,1184086
6/26/11,U,513140,561689,1074829
6/27/11,W,915375,702396,1617771
6/28/11,W,974240,768178,1742418
6/29/11,W,966399,754551,1720950
6/30/11,W,947943,753565,1701508
7/1/11,W,940403,723107,1663510
7/2/11,A,701711,514859,1216570
7/3/11,U,546895,441925,988820
7/4/11,U,502623,375468,878091
7/5/11,W,944119,684091,1628210
7/6/11,W,961177,711577,1672754
7/7/11,W,960396,717952,1678348
7/8/11,W,973648,738968,1712616
7/9/11,A,688403,487196,1175599
7/10/11,U,487215,355799,843014
7/11/11,W,899672,654659,1554331
7/12/11,W,953976,695840,1649816
7/13/11,W,968000,712673,1680673
7/14/11,W,963077,746693,1709770
7/15/11,W,960761,767058,1727819
7/16/11,A,671209,512671,1183880
7/17/11,U,487492,390269,877761
7/18/11,W,912074,708169,1620243
7/19/11,W,938830,721231,1660061
7/20/11,W,908375,711617,1619992
7/21/11,W,901635,693073,1594708
7/22/11,W,890894,700452,1591346
7/23/11,A,641738,478455,1120193
7/24/11,U,440442,346005,786447
7/25/11,W,932136,698802,1630938
7/26/11,W,958271,708596,1666867
7/27/11,W,926794,697817,1624611
7/28/11,W,916275,689617,1605892
7/29/11,W,942044,711542,1653586
7/30/11,A,677527,472828,1150355
7/31/11,U,491214,372586,863800
8/1/11,W,951492,707492,1658984
8/2/11,W,921043,682755,1603798
8/3/11,W,984399,715612,1700011
8/4/11,W,953514,745527,1699041
8/5/11,W,968013,822093,1790106
8/6/11,A,682517,569511,1252028
8/7/11,U,479588,426721,906309
8/8/11,W,912362,692657,1605019
8/9/11,W,958406,713624,1672030
8/10/11,W,963575,720504,1684079
8/11/11,W,957398,709254,1666652
8/12/11,W,955597,709694,1665291
8/13/11,A,627401,457851,1085252
8/14/11,U,470358,358606,828964
8/15/11,W,936932,668224,1605156
8/16/11,W,945179,688071,1633250
8/17/11,W,943997,692781,1636778
8/18/11,W,951134,707426,1658560
8/19/11,W,981727,751679,1733406
8/20/11,A,622722,472815,1095537
8/21/11,U,536280,420416,956696
8/22/11,W,968715,704225,1672940
8/23/11,W,914499,688649,1603148
8/24/11,W,999361,728732,1728093
8/25/11,W,1003797,744805,1748602
8/26/11,W,997931,710247,1708178
8/27/11,A,691082,463528,1154610
8/28/11,U,488275,339049,827324
8/29/11,W,988033,712733,1700766
8/30/11,W,991793,719656,1711449
8/31/11,W,1011858,728047,1739905
9/1/11,W,1047270,739620,1786890
9/2/11,W,1001837,741985,1743822
9/3/11,A,655947,472827,1128774
9/4/11,U,529593,432441,962034
9/5/11,U,471000,356948,827948
9/6/11,W,1116811,746632,1863443
9/7/11,W,1079256,773670,1852926
9/8/11,W,1058730,770455,1829185
9/9/11,W,1049654,754824,1804478
9/10/11,A,665138,486616,1151754
9/11/11,U,483138,356915,840053
9/12/11,W,1077578,756209,1833787
9/13/11,W,1101495,775124,1876619
9/14/11,W,1068594,768114,1836708
9/15/11,W,1078395,780369,1858764
9/16/11,W,1061833,774553,1836386
9/17/11,A,684347,511704,1196051
9/18/11,U,433064,328422,761486
9/19/11,W,1056731,758422,1815153
9/20/11,W,1094671,787667,1882338
9/21/11,W,1090762,780222,1870984
9/22/11,W,1076129,770485,1846614
9/23/11,W,1013491,751348,1764839
9/24/11,A,655360,466534,1121894
9/25/11,U,448547,333394,781941
9/26/11,W,1028362,733053,1761415
9/27/11,W,1059305,751659,1810964
9/28/11,W,1053206,759071,1812277
9/29/11,W,1051634,753753,1805387
9/30/11,W,1066348,757321,1823669
10/1/11,A,701783,480889,1182672
10/2/11,U,486409,344520,830929
10/3/11,W,1091676,751034,1842710
10/4/11,W,1090878,767029,1857907
10/5/11,W,1083300,774142,1857442
10/6/11,W,1076741,783363,1860104
10/7/11,W,1074577,783590,1858167
10/8/11,A,692368,523113,1215481
10/9/11,U,463310,519453,982763
10/10/11,W,857528,669173,1526701
10/11/11,W,1073195,770542,1843737
10/12/11,W,1068602,776561,1845163
10/13/11,W,1011085,773498,1784583
10/14/11,W,1058024,783903,1841927
10/15/11,A,686909,508391,1195300
10/16/11,U,457725,351070,808795
10/17/11,W,1060560,752887,1813447
10/18/11,W,1054603,759917,1814520
10/19/11,W,987878,738984,1726862
10/20/11,W,1019401,763556,1782957
10/21/11,W,1072848,782981,1855829
10/22/11,A,678136,497703,1175839
10/23/11,U,476507,341626,818133
10/24/11,W,1054251,747402,1801653
10/25/11,W,1066867,757975,1824842
10/26/11,W,1055199,756804,1812003
10/27/11,W,1061301,771358,1832659
10/28/11,W,993735,758294,1752029
10/29/11,A,665331,469295,1134626
10/30/11,U,433281,318565,751846
10/31/11,W,1027078,734500,1761578
10/1/11,A,701783,480889,1182672
10/2/11,U,486409,344520,830929
10/3/11,W,1091676,751034,1842710
10/4/11,W,1090878,767029,1857907
10/5/11,W,1083300,774142,1857442
10/6/11,W,1076741,783363,1860104
10/7/11,W,1074577,783590,1858167
10/8/11,A,692368,523113,1215481
10/9/11,U,463310,519453,982763
10/10/11,W,857528,669173,1526701
10/11/11,W,1073195,770542,1843737
10/12/11,W,1068602,776561,1845163
10/13/11,W,1011085,773498,1784583
10/14/11,W,1058024,783903,1841927
10/15/11,A,686909,508391,1195300
10/16/11,U,457725,351070,808795
10/17/11,W,1060560,752887,1813447
10/18/11,W,1054603,759917,1814520
10/19/11,W,987878,738984,1726862
10/20/11,W,1019401,763556,1782957
10/21/11,W,1072848,782981,1855829
10/22/11,A,678136,497703,1175839
10/23/11,U,476507,341626,818133
10/24/11,W,1054251,747402,1801653
10/25/11,W,1066867,757975,1824842
10/26/11,W,1055199,756804,1812003
10/27/11,W,1061301,771358,1832659
10/28/11,W,993735,758294,1752029
10/29/11,A,665331,469295,1134626
10/30/11,U,433281,318565,751846
10/31/11,W,1027078,734500,1761578
11/1/11,W,1098741,762893,1861634
11/2/11,W,1077675,764539,1842214
11/3/11,W,1011408,755888,1767296
11/4/11,W,1093806,785515,1879321
11/5/11,A,686104,513654,1199758
11/6/11,U,477456,331327,808783
11/7/11,W,1061041,749043,1810084
11/8/11,W,1008764,742973,1751737
11/9/11,W,1036190,759696,1795886
11/10/11,W,970822,755282,1726104
11/11/11,W,879535,681237,1560772
11/12/11,A,660488,474088,1134576
11/13/11,U,463513,338816,802329
11/14/11,W,1047638,741813,1789451
11/15/11,W,1079072,770828,1849900
11/16/11,W,1043071,758159,1801230
11/17/11,W,998699,752834,1751533
11/18/11,W,965671,743405,1709076
11/19/11,A,657115,530802,1187917
11/20/11,U,456466,328721,785187
11/21/11,W,1039312,726360,1765672
11/22/11,W,986650,714844,1701494
11/23/11,W,992006,680837,1672843
11/24/11,U,340929,235194,576123
11/25/11,W,652271,435428,1087699
11/26/11,A,588157,348525,936682
11/27/11,U,397179,274323,671502
11/28/11,W,1016597,703558,1720155
11/29/11,W,991030,708638,1699668
11/30/11,W,1043354,730140,1773494
12/1/11,W,1089263,747269,1836532
12/2/11,W,1095431,757734,1853165
12/3/11,A,662075,461349,1123424
12/4/11,U,454576,327051,781627
12/5/11,W,1051712,698735,1750447
12/6/11,W,1035064,712288,1747352
12/7/11,W,1032787,718567,1751354
12/8/11,W,1023297,721739,1745036
12/9/11,W,1006182,726618,1732800
12/10/11,A,604502,435343,1039845
12/11/11,U,442689,306703,749392
12/12/11,W,988026,673314,1661340
12/13/11,W,1002723,691649,1694372
12/14/11,W,939524,675577,1615101
12/15/11,W,994244,701181,1695425
12/16/11,W,1006755,703365,1710120
12/17/11,A,615724,436091,1051815
12/18/11,U,455044,325822,780866
12/19/11,W,965235,657231,1622466
12/20/11,W,951363,656796,1608159
12/21/11,W,948139,649395,1597534
12/22/11,W,901280,615248,1516528
12/23/11,W,855427,539186,1394613
12/24/11,A,509237,262788,772025
12/25/11,U,273257,144879,418136
12/26/11,U,463630,297972,761602
12/27/11,W,721508,498735,1220243
12/28/11,W,747970,535232,1283202
12/29/11,W,767769,553630,1321399
12/30/11,W,762618,528085,1290703
12/31/11,A,583259,408205,991464
1/1/12,U,338458,277156,615614
1/2/12,U,427028,300131,727159
1/3/12,W,810076,600940,1411016
1/4/12,W,839010,626372,1465382
1/5/12,W,841665,652474,1494139
1/6/12,W,870446,666379,1536825
1/7/12,A,583725,390564,974289
1/8/12,U,411272,275439,686711
1/9/12,W,968136,683105,1651241
1/10/12,W,1019667,698468,1718135
1/11/12,W,1036505,709539,1746044
1/12/12,W,950402,715474,1665876
1/13/12,W,940512,692943,1633455
1/14/12,A,557653,377455,935108
1/15/12,U,402980,276691,679671
1/16/12,W,639506,459803,1099309
1/17/12,W,1016429,725950,1742379
1/18/12,W,1017072,722473,1739545
1/19/12,W,983178,711259,1694437
1/20/12,W,826497,746064,1572561
1/21/12,A,552163,394407,946570
1/22/12,U,392633,273772,666405
1/23/12,W,1010116,710762,1720878
1/24/12,W,1050018,732063,1782081
1/25/12,W,1051823,734192,1786015
